customerID,churn_real,churn_predicho,probabilidad_churn,Contract,MonthlyCharges,tenure,segmento_riesgo
1950-KSVVJ,0,0.0,0.29618764556760047,One year,113.3,45,Bajo
1964-SVLEA,0,0.0,0.1717602381864214,One year,19.7,20,Bajo
1977-STDKI,1,1.0,0.8867189398691687,Month-to-month,73.0,1,Alto
1980-KXVPM,1,1.0,0.8695563694651655,Month-to-month,75.05,3,Alto
1981-INRFU,1,1.0,0.8821352848307986,Month-to-month,79.75,2,Alto
1985-MBRYP,0,0.0,0.08195821081241306,Two year,19.65,43,Bajo
1987-AUELQ,0,0.0,0.023340867325599035,Two year,25.05,71,Bajo
1989-PRJHP,1,1.0,0.7781926591445683,Month-to-month,75.5,27,Alto
1991-VOPLL,0,0.0,0.2873610267983343,Month-to-month,19.05,9,Bajo
2002-MZHWP,1,1.0,0.3606722545615234,Month-to-month,20.5,1,Bajo
2005-DWQZJ,0,0.0,0.19690393727605937,Two year,19.05,8,Bajo
2013-SGDXK,1,1.0,0.8547287324937178,Month-to-month,84.3,1,Alto
2027-FECZV,1,1.0,0.9068599448979286,Month-to-month,106.7,12,Alto
2030-BTZRO,0,0.0,0.23526330196406575,Two year,20.4,6,Bajo
2034-CGRHZ,1,1.0,0.8546926386665706,Month-to-month,102.95,24,Alto
2037-SGXHH,1,1.0,0.6537522581293069,Month-to-month,94.65,38,Medio
2038-LLMLM,0,1.0,0.5715331283339092,Month-to-month,103.85,48,Medio
2038-OEQZH,0,1.0,0.8496383417738747,Month-to-month,86.05,4,Alto
2040-LDIWQ,0,0.0,0.11841289114964593,Two year,84.2,65,Bajo
2043-WVTQJ,0,1.0,0.5436867349883712,Month-to-month,55.7,1,Medio
2049-BAFNW,0,1.0,0.6554002439780884,Month-to-month,35.9,1,Medio
2067-QYTCF,0,1.0,0.42287914995467246,Month-to-month,111.15,64,Medio
2070-FNEXE,1,1.0,0.7085370031035987,Month-to-month,76.45,7,Alto
2070-XYMFH,0,1.0,0.7893662658100883,Month-to-month,79.35,23,Alto
2073-QBVBI,0,0.0,0.17062583032888845,One year,35.45,41,Bajo
2074-GKOWZ,1,1.0,0.8701751411209574,Month-to-month,89.55,2,Alto
2075-PUEPR,0,0.0,0.030344517300176066,Two year,19.35,55,Bajo
2077-MPJQO,0,1.0,0.888888499758694,Month-to-month,75.4,7,Alto
2081-KJSQF,0,1.0,0.4432245022800021,Month-to-month,20.25,1,Medio
2082-CEFLT,1,1.0,0.7113666124012122,Month-to-month,45.6,1,Alto
2096-XOTMO,0,0.0,0.1856546616039747,Month-to-month,19.35,16,Bajo
2107-FBPTK,0,1.0,0.8562817699221009,Month-to-month,104.1,30,Alto
2108-GLPQB,0,1.0,0.4043783382394236,Month-to-month,55.55,25,Medio
2108-XWMPY,1,1.0,0.7283692518400698,Month-to-month,35.45,3,Alto
2111-DWYHN,0,1.0,0.36856773793553066,Month-to-month,21.1,1,Bajo
2114-MGINA,1,1.0,0.8512197826325992,Month-to-month,89.8,14,Alto
2120-SMPEX,0,0.0,0.22339162124549583,Month-to-month,20.15,25,Bajo
2143-LJULT,0,0.0,0.03701716663362087,Two year,25.25,67,Bajo
2144-BFDSO,0,1.0,0.529480168728508,Month-to-month,108.75,50,Medio
2146-EGVDT,0,0.0,0.023360605768192877,Two year,19.3,59,Bajo
2150-UWTFY,1,0.0,0.27011100167704505,Month-to-month,61.15,22,Bajo
2153-MREFK,1,1.0,0.3859330891961136,One year,99.2,37,Bajo
2165-VOEGB,1,0.0,0.21279098330700197,One year,105.2,46,Bajo
2188-SXWVT,0,0.0,0.14097418820905638,One year,55.0,34,Bajo
2190-PHBHR,0,0.0,0.19095492044443207,Two year,94.45,72,Bajo
2193-SFWQW,0,0.0,0.09230659899865401,Two year,111.95,72,Bajo
2202-CUYXZ,1,1.0,0.8941150183985831,Month-to-month,84.85,1,Alto
2202-OUTMO,0,0.0,0.2136232819708167,Month-to-month,60.85,34,Bajo
2207-NHRJK,1,1.0,0.6499061253358456,Month-to-month,50.8,1,Medio
2209-XADXF,0,1.0,0.7287362952737528,Month-to-month,25.25,1,Alto
2211-RMNHO,0,0.0,0.07746171070442709,Two year,85.3,68,Bajo
2212-LYASK,0,1.0,0.4312682704854953,One year,45.85,27,Medio
2227-JRSJX,0,1.0,0.7126247930497851,Month-to-month,99.15,21,Alto
2228-BZDEE,0,0.0,0.04343298379623639,Two year,20.1,54,Bajo
2232-DMLXU,1,1.0,0.6829845756728397,Month-to-month,55.2,1,Medio
2239-CFOUJ,0,0.0,0.20618642295298906,One year,20.4,1,Bajo
2245-ADZFJ,0,0.0,0.26638936379048783,Two year,80.55,31,Bajo
2252-JHJGE,0,0.0,0.28011122358484364,One year,104.0,61,Bajo
2256-YLYLP,0,0.0,0.08220861984338679,Two year,72.95,68,Bajo
2262-SLNVK,0,1.0,0.81113036758375,Month-to-month,70.1,1,Alto
2267-FPIMA,0,1.0,0.4391482629067682,Month-to-month,94.4,50,Medio
2272-WUSPA,0,0.0,0.30986670630682533,Two year,110.75,72,Bajo
2274-XUATA,0,0.0,0.14492743133661246,Two year,63.1,72,Bajo
2277-DJJDL,0,1.0,0.5178403794353179,Month-to-month,99.0,60,Medio
2279-AXJJK,0,1.0,0.39365055279273087,Month-to-month,95.65,52,Bajo
2282-YGNOR,0,0.0,0.09516229701656542,One year,58.0,29,Bajo
2284-VFLKH,0,0.0,0.31380523424661455,One year,99.25,49,Bajo
2294-SALNE,0,0.0,0.3240588510351753,One year,86.8,23,Bajo
2303-PJYHN,0,0.0,0.3335423400068368,Month-to-month,19.85,2,Bajo
2311-QYMUQ,1,1.0,0.7208628180662258,Month-to-month,89.45,16,Alto
2316-ESMLS,0,0.0,0.22334509924808021,One year,33.15,12,Bajo
2320-JRSDE,1,1.0,0.3925839164634145,Month-to-month,19.9,1,Bajo
2320-YKQBO,0,0.0,0.3050496100745286,Month-to-month,19.3,7,Bajo
2321-OMBXY,1,0.0,0.09152962958319355,One year,80.3,38,Bajo
2323-ARSVR,0,0.0,0.21527426134905248,Two year,111.05,67,Bajo
2324-AALNO,0,0.0,0.04965429587844916,One year,24.55,48,Bajo
2325-NBPZG,0,1.0,0.786070031634916,Month-to-month,74.55,3,Alto
2325-ZUSFD,1,0.0,0.0977734864908576,One year,70.1,57,Bajo
2330-PQGDQ,0,0.0,0.14614865745499706,One year,84.2,51,Bajo
2333-KWEWW,0,0.0,0.15156250381613412,Two year,20.05,18,Bajo
2346-CZYIL,0,0.0,0.10846550268480348,Two year,20.35,27,Bajo
2346-DJQTB,0,1.0,0.43697988242641417,Month-to-month,24.15,35,Medio
2348-KCJLT,0,0.0,0.13591346616514755,One year,61.5,44,Bajo
2351-BKRZW,0,0.0,0.16365322265548,Two year,75.2,43,Bajo
2357-COQEK,1,1.0,0.7952262372700465,Month-to-month,103.3,28,Alto
2359-KLTEK,0,1.0,0.5816427744511088,Month-to-month,94.9,41,Medio
2359-QWQUL,1,0.0,0.311263791699359,One year,104.7,39,Bajo
2360-RDGRO,0,1.0,0.4406702832115271,Month-to-month,104.25,65,Medio
2361-FJWNO,0,0.0,0.15206879921309557,One year,36.0,40,Bajo
2361-UPSND,0,0.0,0.08040108955229819,One year,70.6,46,Bajo
2363-BJLSL,0,0.0,0.16864174953347477,Month-to-month,80.4,62,Bajo
2386-LAHRK,1,1.0,0.7498968758786007,Month-to-month,53.5,1,Alto
2388-LAESQ,0,0.0,0.2308800513232543,Two year,114.85,72,Bajo
2391-IPLOP,0,0.0,0.13791580581954632,One year,69.65,50,Bajo
2393-DIVAI,0,1.0,0.413832887190306,Month-to-month,20.0,3,Medio
2403-BCASL,1,1.0,0.5196280261014278,One year,111.95,41,Medio
2408-TZMJL,1,1.0,0.37552125082575893,One year,110.15,59,Bajo
2419-FSORS,0,0.0,0.2972712238524192,Two year,108.4,72,Bajo
2428-ZMCTB,0,0.0,0.2474857073623966,Month-to-month,19.75,10,Bajo
2430-RRYUW,0,0.0,0.057480973997422025,One year,54.8,66,Bajo
2430-USGXP,1,1.0,0.8563911102977073,Month-to-month,101.05,24,Alto
2432-TFSMK,0,1.0,0.7017244420480215,One year,89.6,18,Alto
2433-KMEAS,1,1.0,0.4733307944192108,Month-to-month,54.45,22,Medio
2439-LYPMQ,0,1.0,0.821011036594602,Month-to-month,102.6,38,Alto
2446-ZKVAF,0,1.0,0.4704428536305225,Month-to-month,56.8,18,Medio
2450-ZKEED,0,0.0,0.2635219541502474,One year,53.8,11,Bajo
2451-YMUXS,0,0.0,0.06753120341033636,Two year,64.55,67,Bajo
2460-FPSYH,1,1.0,0.593343149736567,Month-to-month,55.8,40,Medio
2462-XIIJB,1,1.0,0.9010086649377216,Month-to-month,92.5,5,Alto
2469-DTSGX,0,0.0,0.27582769476653424,Two year,111.65,72,Bajo
2472-OVKUP,1,1.0,0.8810604330759882,Month-to-month,91.0,6,Alto
2475-MROZF,0,1.0,0.44499019738613244,Month-to-month,95.0,30,Medio
2476-YGEFM,0,1.0,0.6379935026944805,Month-to-month,76.0,29,Medio
2478-EEWWM,0,1.0,0.4334678399269769,Month-to-month,44.3,59,Medio
2480-JZOSN,0,1.0,0.4385750941530179,Month-to-month,20.65,1,Medio
2486-WYVVE,0,1.0,0.3709393896072345,One year,79.3,31,Bajo
2495-INZWQ,1,1.0,0.8820573023563312,Month-to-month,44.55,4,Alto
2495-KZNFB,0,1.0,0.6562050745892196,Month-to-month,90.65,33,Medio
2498-XLDZR,0,0.0,0.13843867154704648,Two year,73.6,32,Bajo
2499-AJYUA,0,0.0,0.28249380276240854,Two year,110.8,72,Bajo
2511-MORQY,0,0.0,0.1033627942572155,One year,54.9,50,Bajo
2522-WLNSF,0,0.0,0.1958136770494907,One year,64.2,34,Bajo
2530-ENDWQ,1,0.0,0.34001135402673255,Two year,93.7,71,Bajo
2533-QVMSK,1,0.0,0.3081779672386735,Two year,94.1,61,Bajo
2533-TIBIX,0,1.0,0.521642937605638,Month-to-month,30.2,15,Medio
2538-OIMXF,0,1.0,0.6895640729848405,Month-to-month,24.7,1,Medio
2541-YGPKE,0,0.0,0.06032219877523981,One year,63.7,42,Bajo
2545-EBUPK,0,1.0,0.9279210155616258,Month-to-month,84.05,2,Alto
2545-LXYVJ,0,0.0,0.019826632836876135,Two year,20.7,72,Bajo
2550-AEVRU,0,0.0,0.05050197632711684,One year,53.45,57,Bajo
2558-BUOZZ,0,0.0,0.283315942494765,One year,94.8,47,Bajo
2560-QTSBS,0,0.0,0.019218773005347467,One year,23.3,72,Bajo
2560-WBWXF,0,0.0,0.03958921105285862,Two year,24.15,68,Bajo
2581-VKIRT,0,0.0,0.034069740216198574,One year,65.5,59,Bajo
2599-CZABP,0,1.0,0.38515106809663124,One year,44.6,14,Bajo
2607-DHDAK,0,0.0,0.01834178442512635,Two year,19.8,72,Bajo
2615-YVMYX,0,1.0,0.45483321903283225,Month-to-month,107.5,71,Medio
2623-DRYAM,0,0.0,0.34363007122940803,One year,101.75,70,Bajo
2625-TRCZQ,0,1.0,0.5152264410583984,Month-to-month,49.65,51,Medio
2626-VEEWG,0,0.0,0.022592625122543897,Two year,19.4,67,Bajo
2632-IVXVF,0,0.0,0.11506469847677048,Two year,111.75,68,Bajo
2632-TACXW,0,0.0,0.03708704630211357,Two year,23.65,62,Bajo
2632-UCGVD,1,1.0,0.3866991541360043,Month-to-month,100.05,66,Bajo
2636-ALXXZ,1,1.0,0.8836878818488624,Month-to-month,69.6,1,Alto
2639-UGMAZ,0,0.0,0.1959217173895238,One year,56.45,71,Bajo
2640-LYMOV,0,1.0,0.43322396586151424,Month-to-month,19.65,2,Medio
2642-MAWLJ,0,0.0,0.06310960735777915,Two year,20.25,36,Bajo
2656-FMOKZ,1,1.0,0.832353163858716,Month-to-month,74.45,15,Alto
2656-TABEH,1,1.0,0.9293476353066925,Month-to-month,100.2,4,Alto
2657-VPXTA,0,1.0,0.8507334446457541,Month-to-month,88.85,10,Alto
2660-EMUBI,1,1.0,0.927513558294262,Month-to-month,95.35,10,Alto
2664-XJZNO,0,0.0,0.10842662368946299,Two year,104.9,72,Bajo
2668-TZSPS,0,1.0,0.36903806775502,Month-to-month,20.45,1,Bajo
2669-OIDSD,0,1.0,0.44034922520150954,Month-to-month,100.05,48,Medio
2669-QVCRG,0,1.0,0.42357310475384025,Month-to-month,81.3,41,Medio
2673-ZALNP,0,0.0,0.20344541347356804,One year,19.9,7,Bajo
2676-SSLTO,0,0.0,0.1825403884274227,Two year,66.15,49,Bajo
2683-JXWQQ,0,0.0,0.1085062349713809,Month-to-month,33.6,61,Bajo
2692-BUCFV,0,1.0,0.8038077366714167,Month-to-month,101.45,29,Alto
2692-PFYTJ,0,1.0,0.49503032464100527,Month-to-month,25.75,1,Medio
2696-NARTR,1,1.0,0.7133726469589018,Month-to-month,73.85,11,Alto
2696-RZVZW,0,0.0,0.02723983345144232,Two year,25.05,68,Bajo
2706-QZIHY,0,0.0,0.236850988191038,Two year,25.2,15,Bajo
2710-WYVXG,0,1.0,0.3971107699588392,Two year,71.1,3,Bajo
2717-HVIZY,0,0.0,0.23902549932710215,Month-to-month,20.05,8,Bajo
2724-FJDYW,0,0.0,0.2286837694458691,One year,54.85,39,Bajo
2732-ISEZX,0,1.0,0.3930346392766024,Month-to-month,20.5,5,Bajo
2739-CCZMB,0,0.0,0.2330686501829362,Month-to-month,20.35,5,Bajo
2748-MYRVK,1,0.0,0.287751900367173,One year,99.9,63,Bajo
2750-BJLSB,0,0.0,0.30074546030898275,One year,103.7,47,Bajo
2758-RNWXS,0,0.0,0.3398768080332082,One year,89.2,35,Bajo
2761-XECQW,0,1.0,0.8596449190009683,Month-to-month,43.35,8,Alto
2770-NSVDG,0,1.0,0.5780569420808451,Month-to-month,29.1,24,Medio
2775-SEFEE,0,1.0,0.4014099726992447,Two year,61.9,0,Medio
2778-OCLGR,1,1.0,0.5694927245920132,Month-to-month,39.1,24,Medio
2782-LFZVW,0,1.0,0.7157714997219565,Month-to-month,58.95,11,Alto
2786-GCDPI,0,1.0,0.6147275837037528,Month-to-month,104.95,50,Medio
2789-CZANW,0,0.0,0.1420303079061136,Two year,110.3,64,Bajo
2789-HQBOU,0,1.0,0.8848326586765123,Month-to-month,80.35,3,Alto
2790-XUYMV,0,0.0,0.0919634069500499,One year,85.45,71,Bajo
2796-NNUFI,0,0.0,0.062060653349702344,Two year,19.95,46,Bajo
2798-NYLMZ,0,0.0,0.17904778161172175,Two year,108.55,71,Bajo
2801-NISEI,0,0.0,0.22663296069209815,Month-to-month,54.95,24,Bajo
2805-EDJPQ,0,0.0,0.19632471221252967,One year,99.75,56,Bajo
2810-FTLEM,1,1.0,0.464518127888609,Month-to-month,50.15,16,Medio
2812-REYAT,0,0.0,0.05101251390200201,One year,20.05,49,Bajo
2819-GWENI,0,0.0,0.07381611513233921,One year,19.9,28,Bajo
2821-WARNZ,0,0.0,0.025699923369411404,One year,19.45,49,Bajo
2823-LKABH,0,1.0,0.7320036139826844,Month-to-month,95.05,18,Alto
2826-DXLQO,0,1.0,0.6612097191109355,Month-to-month,29.8,7,Medio
2829-HYVZP,0,0.0,0.1238638269127248,One year,19.8,29,Bajo
2832-SCUCO,0,1.0,0.3741101179504286,Month-to-month,19.9,2,Bajo
2834-JRTUA,1,0.0,0.22306403894443916,Two year,108.05,71,Bajo
2839-RFSQE,1,1.0,0.35082118181822863,Month-to-month,20.65,2,Bajo
2842-JTCCU,1,1.0,0.5878245727412466,Month-to-month,46.05,2,Medio
2843-CQMEG,0,1.0,0.4684673799964092,Month-to-month,49.7,24,Medio
2848-YXSMW,0,0.0,0.013548974760145605,Two year,19.4,72,Bajo
2851-MMUTZ,0,0.0,0.31525847074141966,Month-to-month,56.15,27,Bajo
2853-CWQFQ,0,1.0,0.5871468515483546,Month-to-month,59.55,1,Medio
2862-PFNIK,0,1.0,0.7754995129825293,Month-to-month,24.7,1,Alto
2867-UIMSS,1,1.0,0.8596417162066613,Month-to-month,80.5,1,Alto
2868-LLSKM,0,0.0,0.1011262663421223,One year,83.65,68,Bajo
2876-GZYZC,0,1.0,0.8632097461556076,Month-to-month,85.95,13,Alto
2878-DHMIN,0,0.0,0.0633699019484204,One year,19.9,35,Bajo
2882-WDTBA,0,0.0,0.041809567934932734,Two year,75.75,69,Bajo
2887-JPYLU,0,0.0,0.16820728087139758,Month-to-month,45.2,41,Bajo
2890-WFBHU,0,0.0,0.05330417350421435,One year,79.85,59,Bajo
2892-GESUL,0,0.0,0.13778596073038862,Two year,19.35,18,Bajo
2894-QOJRX,1,1.0,0.6445798504884503,Month-to-month,34.0,25,Medio
2904-GGUAZ,0,0.0,0.1561007515871511,Two year,84.05,72,Bajo
2916-BQZLN,0,1.0,0.7263084738291881,Month-to-month,84.75,19,Alto
2924-KHUVI,0,1.0,0.38358045683808695,One year,100.55,56,Bajo
2929-QNSRW,1,1.0,0.4762930382009871,One year,98.25,56,Medio
2933-FILNV,1,1.0,0.7469304897356548,Month-to-month,24.4,2,Alto
2937-FTHUR,0,1.0,0.4382477746186306,Month-to-month,64.8,18,Medio
2955-BJZHG,1,1.0,0.701386658649209,Month-to-month,80.85,17,Alto
2957-JIRMN,0,0.0,0.3142053878592854,One year,84.45,62,Bajo
2960-NKRSO,0,1.0,0.6097732966824225,Month-to-month,85.95,24,Medio
2967-MXRAV,0,0.0,0.2070016200503655,One year,18.8,1,Bajo
2972-YDYUW,0,0.0,0.22402527186785914,One year,94.7,57,Bajo
2979-SXESE,1,1.0,0.6756853678606971,Month-to-month,94.4,17,Medio
2982-VPSGI,1,1.0,0.903456258153091,Month-to-month,94.0,11,Alto
2983-ZANRP,1,1.0,0.7834997974484423,Month-to-month,73.55,2,Alto
2985-FMWYF,0,1.0,0.8502892587770111,Month-to-month,93.5,23,Alto
2988-GBIVW,0,1.0,0.36042611134298463,Month-to-month,90.85,70,Bajo
2990-HWIML,1,1.0,0.8977421091942924,Month-to-month,89.5,6,Alto
3001-CBHLQ,1,1.0,0.7766362096262123,Month-to-month,104.9,32,Alto
3012-VFFMN,0,0.0,0.24998158491571898,Month-to-month,20.65,7,Bajo
3030-YDNRM,0,1.0,0.8531616568660669,Month-to-month,74.85,8,Alto
3043-TYBNO,0,1.0,0.5618181827383482,Month-to-month,60.65,3,Medio
3050-GBUSH,0,1.0,0.8026377824051562,Month-to-month,34.8,3,Alto
3050-RLLXC,0,0.0,0.05782316925283959,Two year,81.25,56,Bajo
3055-MJDSB,0,1.0,0.7487963914089515,Month-to-month,24.6,9,Alto
3057-VJJQE,0,0.0,0.2103234514770237,Two year,55.25,35,Bajo
3058-WQDRE,0,1.0,0.6951444503503197,Month-to-month,25.15,13,Medio
3066-RRJIO,1,1.0,0.8412440676764259,Month-to-month,69.95,1,Alto
3069-SSVSN,0,1.0,0.63272444411482,One year,25.85,1,Medio
3070-FNFZQ,0,0.0,0.1047475261138947,Two year,20.4,23,Bajo
3078-ZKNTS,0,0.0,0.19590931352911567,Two year,19.75,13,Bajo
3082-YVEKW,0,0.0,0.2555050612001597,Two year,77.15,23,Bajo
3086-RUCRN,0,0.0,0.2172139567164395,Month-to-month,103.1,66,Bajo
3088-LHEFH,0,1.0,0.736369046354903,Month-to-month,79.0,11,Alto
3091-FYHKI,1,1.0,0.8638158169587495,Month-to-month,35.45,1,Alto
3096-JRDSO,1,1.0,0.6879525338693426,Month-to-month,104.3,27,Medio
3128-YOVTD,0,0.0,0.24902104192884,Month-to-month,79.15,51,Bajo
3129-AAQOU,0,0.0,0.16376509190450383,Two year,25.6,19,Bajo
3130-ICDUP,0,1.0,0.6669211113948383,Month-to-month,80.55,2,Medio
3131-NWVFJ,0,0.0,0.1264145727684446,One year,19.55,14,Bajo
3132-TVFDZ,1,1.0,0.518824671013083,Month-to-month,44.85,57,Medio
3133-PZNSR,0,0.0,0.1019063792827839,Two year,97.75,72,Bajo
3143-ILDAL,1,1.0,0.41977594784785544,Month-to-month,94.45,56,Medio
3143-JQEGI,1,1.0,0.7880239942669586,Month-to-month,88.35,13,Alto
3144-KMTWZ,0,1.0,0.360821819184612,Month-to-month,93.25,71,Bajo
3154-CFSZG,0,0.0,0.33896360901003075,Month-to-month,90.05,47,Bajo
3165-HDOEW,1,1.0,0.6299048838158,Month-to-month,45.85,1,Medio
3166-PNEOF,0,0.0,0.08128484963747418,Two year,86.45,61,Bajo
3170-GWYKC,0,0.0,0.2645672212501191,Month-to-month,104.95,60,Bajo
3173-NVMPX,0,1.0,0.6072940660065052,Month-to-month,55.3,9,Medio
3174-AKMAS,0,0.0,0.15373938726128,Two year,64.2,46,Bajo
3174-RKMOW,0,1.0,0.6461264769549325,Month-to-month,109.95,35,Medio
3178-FESZO,1,1.0,0.912849015698638,Month-to-month,100.25,1,Alto
3186-AJIEK,0,0.0,0.18231649362669233,Two year,105.65,66,Bajo
3190-XFANI,1,0.0,0.311859230959719,One year,100.6,49,Bajo
3197-NNYNB,0,0.0,0.32573265487814573,Two year,105.1,65,Bajo
3207-OYBWH,1,1.0,0.5627464068631669,Month-to-month,95.25,57,Medio
3208-YPIOE,1,1.0,0.545487019172314,Month-to-month,75.25,39,Medio
3209-ZPKFI,0,0.0,0.2117359117312374,Month-to-month,54.25,47,Bajo
3212-KXOCR,0,0.0,0.044351310773375285,Two year,21.0,52,Bajo
3214-IYUUQ,0,0.0,0.09906120482901914,One year,93.7,61,Bajo
3223-WZWJM,1,1.0,0.7946059244620624,Month-to-month,83.95,26,Alto
3224-DFQNQ,0,0.0,0.09103281149612452,One year,89.0,66,Bajo
3227-WLKLI,0,0.0,0.06149783302817513,Two year,91.55,65,Bajo
3230-JCNZS,0,0.0,0.15787090703116968,Two year,99.0,71,Bajo
3234-VKACU,0,1.0,0.6628673645406344,Month-to-month,70.3,2,Medio
3235-ETOOB,1,1.0,0.759655185576597,Month-to-month,74.5,8,Alto
3256-EZDBI,0,1.0,0.360962558366428,Month-to-month,29.45,51,Bajo
3259-FDWOY,1,0.0,0.30461977734295576,Two year,106.0,71,Bajo
3269-ATYWD,1,1.0,0.765114508391405,Month-to-month,95.65,39,Alto
3279-DYZQM,0,0.0,0.017146957668464857,Two year,19.45,71,Bajo
3280-NMUVX,0,0.0,0.05007245660933668,One year,19.6,34,Bajo
3292-PBZEJ,0,1.0,0.8902695809205803,Month-to-month,111.4,11,Alto
3308-DGHKL,0,0.0,0.0299102067059428,Two year,19.3,69,Bajo
3312-UUMZW,0,1.0,0.7604541503502064,Month-to-month,98.85,32,Alto
3317-VLGQT,0,1.0,0.8289835566375385,Month-to-month,78.1,14,Alto
3318-OSATS,1,1.0,0.8237455394551493,Month-to-month,95.45,35,Alto
3336-JORSO,1,1.0,0.7649340621241263,Month-to-month,110.45,33,Alto
3340-QBBFM,0,0.0,0.13580758787563274,One year,54.1,36,Bajo
3346-BRMIS,1,1.0,0.8479346614679999,Month-to-month,48.35,18,Alto
3349-ANQNH,0,1.0,0.5111564346120588,One year,99.5,59,Medio
3352-ALMCK,0,1.0,0.7430966013454976,Month-to-month,102.65,40,Alto
3359-DSRKA,0,0.0,0.03823301794788758,Two year,19.85,58,Bajo
3365-SAIGS,0,1.0,0.8064529685444761,Month-to-month,83.55,17,Alto
3370-GQEAL,0,1.0,0.6390151057524975,Month-to-month,85.45,30,Medio
3373-YZZYM,0,0.0,0.3091828286860777,Month-to-month,19.2,1,Bajo
3374-LXDEV,1,1.0,0.6900625635001365,Month-to-month,89.4,13,Medio
3374-PZLXD,0,0.0,0.1261419840286887,Month-to-month,19.7,34,Bajo
3387-PLKUI,0,0.0,0.20612551168780047,Month-to-month,18.8,13,Bajo
3389-YGYAI,1,1.0,0.9349742766646594,Month-to-month,105.5,8,Alto
3391-JSQEW,0,0.0,0.3153754298686068,Month-to-month,50.15,40,Bajo
3404-JNXAX,0,0.0,0.3118402299786196,Month-to-month,80.75,51,Bajo
3410-YOQBQ,0,0.0,0.301515115333191,Two year,79.2,31,Bajo
3411-WLRSQ,0,1.0,0.8573483589454498,Month-to-month,74.6,3,Alto
3413-BMNZE,0,1.0,0.6594439588986641,Month-to-month,45.25,1,Medio
3413-DHLPB,0,0.0,0.3426821474225522,Month-to-month,103.75,60,Bajo
3420-ZDBMA,0,1.0,0.8576621235548195,Month-to-month,71.45,5,Alto
3422-GALYP,0,1.0,0.8841448403366083,Month-to-month,79.45,2,Alto
3422-LYEPQ,1,1.0,0.8215195896356774,Month-to-month,71.0,1,Alto
3424-NMNBO,1,1.0,0.44904862845603133,One year,108.85,58,Medio
3429-IFLEM,0,0.0,0.032650002820015955,Two year,77.35,71,Bajo
3440-JPSCL,1,1.0,0.8362751439593461,Month-to-month,99.95,6,Alto
3441-CGZJH,0,0.0,0.17232780177314933,One year,60.4,43,Bajo
3446-QDSZF,0,1.0,0.6053695978211933,Month-to-month,55.5,4,Medio
3452-FLHYD,0,0.0,0.1335839791891522,One year,20.95,25,Bajo
3452-GWUIN,0,1.0,0.8973893866349304,Month-to-month,94.95,19,Alto
3452-SRFEG,0,1.0,0.4712345720798017,Month-to-month,74.6,49,Medio
3454-JFUBC,0,0.0,0.03638766344909161,Two year,20.0,68,Bajo
3457-PQBYH,0,0.0,0.023430741995016935,Two year,20.3,58,Bajo
3460-TJBWI,0,0.0,0.1416245906281134,Two year,24.2,24,Bajo
3466-BYAVD,0,1.0,0.46613509244928564,Month-to-month,69.5,15,Medio
3466-RITXD,0,1.0,0.662553184106476,Month-to-month,92.4,26,Medio
3468-DRVQJ,0,1.0,0.38960847641530116,One year,70.3,10,Bajo
3472-OAOOR,0,1.0,0.5104558607200786,Month-to-month,34.95,19,Medio
3472-QPRCH,0,0.0,0.06425498782759198,Two year,25.25,40,Bajo
3486-HOOGQ,0,0.0,0.036960006450546534,Two year,79.7,70,Bajo
3487-EARAT,0,0.0,0.020773377107348168,One year,74.1,70,Bajo
3489-HHPFY,0,1.0,0.9070471301633936,Month-to-month,84.05,2,Alto
3498-LZGQZ,0,0.0,0.03225102995820295,Two year,19.15,63,Bajo
3506-LCJDC,1,0.0,0.28818071959055247,Month-to-month,19.95,1,Bajo
3507-GASNP,0,0.0,0.026582100113419327,Two year,19.95,60,Bajo
3509-GWQGF,0,1.0,0.626218072522521,Month-to-month,70.0,24,Medio
3519-ZKXGG,1,1.0,0.8749548403369669,Month-to-month,75.85,3,Alto
3520-FJGCV,0,0.0,0.1401030204183028,Two year,112.6,72,Bajo
3521-HTQTV,0,0.0,0.11360462459572218,Two year,26.1,34,Bajo
3521-SYVOR,1,1.0,0.4972108457945841,Month-to-month,64.75,37,Medio
3537-HPKQT,0,1.0,0.3908366685627188,Month-to-month,77.75,55,Bajo
3538-WZPHD,1,1.0,0.8130474191018353,Month-to-month,29.6,3,Alto
3545-CNWRG,0,1.0,0.6082560477385652,Month-to-month,98.35,49,Medio
3547-LQRIK,0,0.0,0.06293668792922558,One year,26.9,47,Bajo
3551-HUAZH,1,1.0,0.9097102074428195,Month-to-month,74.4,1,Alto
3552-CTCYF,0,1.0,0.3757996214559126,Two year,104.8,63,Bajo
3557-HTYWR,0,0.0,0.12232457809079234,Two year,74.05,47,Bajo
3565-UNOCC,1,1.0,0.8349513946296238,Month-to-month,99.05,29,Alto
3569-EDBPQ,0,1.0,0.5508240769942714,Month-to-month,84.35,24,Medio
3569-JFODW,0,0.0,0.04293642403957765,Two year,90.95,72,Bajo
3569-VLDHH,0,0.0,0.04372702995593103,One year,75.1,66,Bajo
3571-DPYUH,0,0.0,0.17639937873586464,One year,94.7,58,Bajo
3572-UOLYZ,0,0.0,0.3212881564293538,Month-to-month,84.8,46,Bajo
3580-GICBM,0,0.0,0.04315332385297588,Two year,24.2,61,Bajo
3584-WKTTW,0,0.0,0.3321041016866295,One year,111.55,51,Bajo
